"id","nombre_obra","tipo_de_obra","descripcion_obra","ente_contratante","localidad","partido","habitantes_afectados","fecha_contratacion","ente_financia","monto_presupuestado","porcentaje_obra"
"3.9","RED PRIMARIA CLOACAL - IMPULSIÓN COCA COLA - FEMSA","Cloaca","Las obras a ejecutar consisten en:
Instalación de 955 m de cañería de impulsión cloacal DN 315 mm de Policloruro de Vinilo Clase 10, instalación de 24 m de conducto cloacal DN 400 mm de Policloruro de Vinilo Clase
Clase 6
Construcción de las siguientes cámaras:
1 Cámaras de acceso (C.A.)
1 Cámaras de enlace (C.E.)
1 Cámara de desagüe (C.D.)
1 Cámara de válvula de aire (V.A.)
Empalmes:
Conexión del tramo de descarga con la BR existente perteneciente a la 2° Cloaca Máxima en la calle Diógenes Taborda intersección con el Riachuelo (Portón de ingreso a la Empresa Quilmes)","AySA","BARRACAS","CABA",0,"2015-04-13","AYSA - Fuente 1.1.",6716121.64,100
"3.10","RENOVACIÓN DE RED SECUNDARIA DE  AGUA LINIERS 2","Agua","Las obras consisten en la instalación de 6.403 m de cañería de P.E.A.D, PN10 (136 m de DN110, 3.264 m de DN160 y 3.030 m de DN200) con sus correspondientes accesorios. Se ejecutaran además 28 empalmes, la anulación u compostura 9 de cañerías, de 695 conex","AySA","FLORES","CABA",3116,"2015-06-10","AYSA - Fuente 1.1.",23591769.88,100
"3.11","REHABILITACIÓN ESTRUCTURAL DE CONDUCTOS EN C.A.B.A.","Cloaca","El objetivo de las obras es la Rehabilitación Estructural (mediante la utilización del Método Relining) de conductos cloacales en C.A.B.A.
Las principales obras consisten en:
- Limpieza de las bocas de registro (BR)
- Limpieza y video inspección de los tr","AySA","Ciudad Autónoma de Buenos Aires","CABA",0,"2015-06-22","AYSA - Fuente 1.1.",102729459.11,100
"3.12","ESTACION DE BOMBEO CLOACAL VILLA OLIMPICA - OBRA CIVIL","Cloaca","La Estación de Bombeo Cloacal Villa Olímpica tiene por objeto la evacuación de los efluentes cloacales provenientes de las instalaciones de la futura Villa Olímpica y dos cuencas más ubicadas en zonas cercanas al emprendimiento anteriormente citado, todos pertenecientes a la Ciudad Autónoma de Buenos Aires.
Las obras a ejecutar consisten en la ingeniería detallada, la provisión, transporte de equipos electromecánicos, montaje y puesta en funcionamiento. El diseño adoptado cuenta con 3 bombas sumergibles aptas para líquido cloacal, dos en servicio y una en reserva. La capacidad total de la estación de bombeo será de 165 l/seg.","AySA","VILLA SOLDATI","CABA",23500,"2016-11-15","AYSA - Fuente 1.1.",21880927.47,100
"3.13","RENOVACIÓN RED SECUNDARIA DE AGUA TRAMOS DE HF  DRCF -  DTOS: BELGRANO Y FLORES. C.A.B.A","Agua","La  obra cuya realización  se  concursa totaliza 7619m de cañería a  instalar. Sus tareas principales son: - Empalmes: 44 - Largas: 535 - Reconexiones: 1122 - Conexiones contra Incendio: 1 . Dichos  trabajos, se distribuirán  de la siguiente forma: - Instalación por  vereda de cañería  de  PEAD, PN10, DN110mm, Longitud aproximada 1040m con  sus correspondientes accesorios. - Instalación  por  vereda de cañería de PEAD, PN10, DN160mm, Longitud aproximada 6579m con  sus correspondientes accesorios. - Ejecución de  los  siguientes empalmes: - Empalme con  toma  en  carga de  cañería a  INSTALAR sobre  cañería Existente; Total: 19. - Empalme de Cañería Existente sobre ramal y/o cañería A INSTALAR; Total: 19. Empalme de cañería AINSTALAR sobre  ramal y/o cañería EXISTENTE; Total: 16. -  Ejecución de  trabajos de  ANULACIÓN DE  INSTALACIONES Y  COMPOSTURA DE CAÑERÍAS distribuidoras a  dejar fuera de servicio; Total: 53. - Ejecución de CONEXIONES CORTAS en  diferentes diametros; Total: 587. - Ejecución de  CONEXIONES LARGAS en diferentes diámetros; Total: 535. - Ejecución de RECONEXIONES en diferentes diámetros; Total: 1122. - Los trabajos a  realizar se  encuentran detallados en  los  planos: ""A6-REN-CA70016-1/2/3/4/5/6/7"".","AySA","VARIOS","CABA",5800,"2016-09-19","AYSA - Fuente 1.1.",32540675.2,100
"3.14","RENOVACIÓN DE RED SECUNDARIA DE AGUA CABALLITO - DRCF DEC. 220.","Agua","El objetivo de las obras es la renovación de cañerías de HF de redes secundarias existentes en el Distrito Caballito, en la Ciudad Autónoma de Buenos Aires.
Las obras contemplan la instalación de 4.579 metros de cañería de PEAD, PN10, DN 160mm y 432 metros de cañería de PEAD, PN10, DN 200 mm, con sus respectivos accesorios; la ejecución de 384 conexiones cortas, 21 largas, 405 reconexiones y 29 contra incendio; la ejecución de 9 empalmes con toma en carga de cañería a instalar, 11 empalmes de cañería existente sobre ramal y/o cañería a instalar y 9 empalmes de cañería a instalar sobre ramal y/o cañería existente y la ejecución de 24 trabajos de anulación de instalaciones y compostura de cañerías distribuidoras a dejar fuera de servicio.","AySA","CABALLITO","CABA",4200,"2016-11-17","AYSA - Fuente 1.1.",20556144.52,100
"3.15","ESTACION DE BOMBEO CLOACAL VILLA OLIMPICA - OBRA ELECTROMECANICA","Cloaca","La Estación de Bombeo Cloacal Villa Olímpica tiene por objeto la evacuación de los efluentes cloacales provenientes de las instalaciones de la futura Villa Olímpica y dos cuencas más ubicadas en zonas cercanas al emprendimiento anteriormente citado, todos pertenecientes a la Ciudad Autónoma de Buenos Aires.
Las obras a ejecutar consisten en la ingeniería detallada, la provisión, transporte de equipos electromecánicos, montaje y puesta en funcionamiento. El diseño adoptado cuenta con 3 bombas sumergibles aptas para líquido cloacal, dos en servicio y una en reserva. La capacidad total de la estación de bombeo será de 165 l/seg.","AySA","VILLA SOLDATI","CABA",23500,"2016-11-15","AYSA - Fuente 1.1.",41266370.09,100
"3.16","RED DE AGUA - REFUERZO VILLA OLÍMPICA (1760901)","Agua","El objetivo de la obra es la ejecución de Red Primaria de agua potable en la zona sudoeste de CABA. Consiste en la instalación de 2.152 m de cañería de FD de DN400 en tramo troncal. La conducción troncal parte del cruce de la colectora de Av. Gral Paz y Av. de los Corrales, continúa por el espacio verde existente entre la colectora y Av. Gral. Paz hasta Av.Castañares. Además se contempla la instalación de 80 m de PEAD de DN400 y 130 m de DN315 en las derivaciones para los empalmes a red existente colocada mediante tecnología trenchless (tunelería dirigida). El proyecto cuenta también con la instalación de 5 válvulas de aire, 4 cámaras de desagüe, y 5 empalmes.","AySA","VILLA LUGANO","CABA",18000,"2017-06-02","AYSA - Fuente 1.1.",22480334.39,100
"3.17","EJES PRINCIPALES VILLA 20","Varios","Infraestructura de servicios y espacio publico","MDHyH","Villa 20 - Lugano","CABA",20000,"2016-10-31","Fondos Federales",134213677.5,21
"3.18","ENTORNO ELEFANTE/ EJE DE LA ROSA HUBAC","Varios","Infraestructura de servicios y espacio publico","MDHyH","Villa 15 - Lugano","CABA",4000,"2016-10-31","Fondos Federales",55059359.02,67
"3.19","CALLE EL FERROVIARIO","Varios","Infraestructura de servicios y espacio publico","MDHyH","Villa 15 - Lugano","CABA",650,"2016-10-31","Fondos Federales",14446296.31,100
"3.20","EJE DANIEL DE LA SIERRA","Varios","Infraestructura de servicios y espacio publico","MDHyH","Villa 21-24 - Barracas","CABA",1450,"2016-04-28","Fondos Federales",17272504.9,100
"3.21","SECTOR CONSOLIDADO - RED DE INFRAESTRUCTURA","Varios","Infraestructura de servicios ","MDHyH","Villa 20 - Lugano","CABA",11700,"0000-00-00","PROMEBA",67423707.42,21
"3.22","EJES PRINCIPALES - EJE LUNA","Varios","Infraestructura de servicios y espacio publico","MDHyH","Villa 21-24 - Barracas","CABA",2547,"0000-00-00","PROMEBA",60677935.76,0
"3.23","EJES PRINCIPALES - EJE IGUAZU","Varios","Infraestructura de servicios y espacio publico","MDHyH","Villa 21-24 - Barracas","CABA",1517,"0000-00-00","PROMEBA",61408955.58,11
"3.24","RED DE AGUA - REFUERZO VILLA OLÍMPICA (1760901)","Agua","El objetivo de la obra es la ejecución de Red Primaria de agua potable en la zona sudoeste de CABA. Consiste en la instalación de 2.152 m de cañería de FD de DN400 en tramo troncal. La conducción troncal parte del cruce de la colectora de Av. Gral Paz y Av. de los Corrales, continúa por el espacio verde existente entre la colectora y Av. Gral. Paz hasta Av.Castañares. Además se contempla la instalación de 80 m de PEAD de DN400 y 130 m de DN315 en las derivaciones para los empalmes a red existente colocada mediante tecnología trenchless (tunelería dirigida). El proyecto cuenta también con la instalación de 5 válvulas de aire, 4 cámaras de desagüe, y 5 empalmes.","AySA","VILLA LUGANO","CABA",18000,"2017-06-02","AYSA - Fuente 1.1.",22480334.39,100
"3.25","Expansión del servicio de provisión de agua potable y de recolección de desagües cloacales Barrios Tres Rosas y San Blas Villa 21-24  ","Agua y Cloaca","Tendido de aproximadamente 12.000ml de redes de agua potable y 11.000ml de redes de desagües cloacales y ejecución de pluviales para los barrios Tres Rosas y San Blas de la Villa 21-24.","Secretaría de Ambiente y Desarrollo Sustentable a través de la UCGP Proyecto BIRF 7706-AR Desarrollo Sustentable de la Cuenca Matanza - Riachuelo ","VILLA LUGANO","CABA",28000,"2016-11-04","BANCO MUNDIAL",291257107.81,53
"3.26","CONTROL E INSPECCION DE LAS OBRAS DE LA RED DE INFRAESTRUCTURA DEL BARRIO 21-24 (Tierra amarilla)","Infraestructura","Subsanacion y completamiento de red de agua","MDHyH","Villa 21-24 - Barracas","CABA",3800,"2021-04-26","Sin Informacion",10251560,35
"3.27","RED SECUNDARIA CLOACAL RENOVACIÓN CAPITAL, BELGRANO Y CABALLITO","","El objetivo de las obras es la renovación de cañerías de MV y la regularización técnica en general en seis mallas de redes secundarias cloacales existentes en los Distritos Belgrano y Caballito, en la Ciudad Autónoma de Buenos Aires, mediante la colocación de cañerías de PVC.
La ejecución de esta renovación forma parte del Decreto 220 y permitirá poder cumplimentar la solicitud de varias factibilidades de servicio de propiedades horizontales, además se mejorará el funcionamiento hidráulico de las subcuencas afectadas a la misma. El vuelco de las cañerías de renovación será en varios puntos de Radio Servido.
Se contempla la instalación de 3.004 metros de cañería de PVC de DN 200 mm y 306 metros de cañería de PVC de DN 315 mm, con sus respectivos accesorios, la ejecución de 233 conexiones domiciliarias cortas y 118 largas, la construcción de 40 bocas de registro, 2 bocas de acceso y ventilación y 4 bocas encaballada, la materialización de 23 empalmes sobre cañerías existentes y ejecución de trabajos de anulación de instalaciones y compostura de cañerías distribuidoras a dejar fuera de servicio.","","BELGRANO / CABALLITO","CABA",5800,"2021-03-12","AYSA - Fuente 1.1.",111323797.16,33
"3.28","RENOVACIÓN RED SECUNDARIA DE AGUA BELGRANO Y CABALLITO. DRCF DECRETO 220","","El objetivo de las obras es la renovación de cañerías y la regularización técnica en general en cinco mallas de redes secundarias de agua existentes en los Distritos Belgrano y Caballito, en la Ciudad Autónoma de Buenos Aires, mediante la colocación de cañerías de P.E.A.D. a través de cualquier tecnología trenchless (pipe bursting/ cracking o tunelería dirigida).
La ejecución de esta renovación forma parte del Decreto 220 y permitirá poder cumplimentar la solicitud de 58 factibilidades de servicio de propiedades horizontales, además se mojarará y reforzará el servicio en las zonas aledañas a la misma.
Se contempla la instalación de 6.230 metros de cañería P.E.A.D., donde 6.195 metros es de DN 160 mm y 35 metros es de DN 225 mm, con sus respectivos accesorios, la ejecución de 351 conexiones domiciliarias cortas, 4 largas y 355 reconexiones, la instalación de 1 conexión contra incendio, la ejecución de 30 empalmes a cañerías existentes y 2 a cañerías a instalar y ejecución de 14 trabajos de anulación de instalaciones y compostura de cañerías distribuidoras a dejar fuera de servicio.","","BELGRANO - CABALLITO","CABA",6300,"2021-08-10","AYSA - Fuente 1.1.",129720364.68,0
"3.29","INFRAESTRUCTURA BARRIO 21.24","","CONFECCION DEL PROYECTO Y LA EJECUCION DE LASOBRAS DE INFRAESTRUCTURA DE RED DE AGUA Y CONEXIONES DOMICILIARIAS, RED DE CLOACA Y CONEXIONES DOMICILIARIAS, RED PLUVIAL CORRESPONDIENTE A LA ETAPA 1 DEL BARRIO 21.24 DELIMITADO POR AV. GENERAL IRIARTE, CALLE LUNA, CALLE OSVALDO CRUZ Y CALLE ZAVALETA, BARRIO BARRACAS, COMUNA 4, CIUDAD AUTONOMA DE BUENOS AIRES.","","C.A.B.A.","C.A.B.A.",0,"0000-00-00","",0,24.12
"4.1","Cloacas en Barrio Sarmiento. 2º Etapa","Cloaca","700 m.l. red fina y 530 m.l. colector","Municipalidad de Cañuelas","Cañuelas","Cañuelas",750,"0000-00-00","FONDO INFRAESTRUCTURA MUNICIPAL",4972637.43,100
"4.2","Cloacas en Barrio Buen Pastor","Cloaca","750 m.l. red fina y 500 m.l. colector","Municipalidad de Cañuelas","Cañuelas","Cañuelas",800,"0000-00-00","FONDO INFRAESTRUCTURA MUNICIPAL",4922358.45,100
"4.3","Agua en Bº Buen Pastor","Agua","1000 m.l de red","Municipalidad de Cañuelas","Cañuelas","Cañuelas",850,"0000-00-00","FONDO INFRAESTRUCTURA MUNICIPAL",1552650,100
"4.4","Cloaca Bº Sarmiento 1º etapa","Cloaca","500 m.l. colector     500 m.l. red fina","Municipalidad de Cañuelas","Cañuelas","Cañuelas",500,"0000-00-00","FONDO INFRAESTRUCTURA MUNICIPAL",3916650,100
"4.5","Agua en Los Pozos - perforación - presurizacion -  1º etapa","Agua","1000 m.l de red","Municipalidad de Cañuelas","Los Pozos","Cañuelas",1200,"0000-00-00","FONDO INFRAESTRUCTURA MUNICIPAL",2046160,100
"4.6","Obra complementaria de agua - máximo paz","Agua","Construcción de cisterna, estación de bombeo, pozo de captación y ampliación de la red de agua potable (10.500 metros de cañería de PVC clase 6) en la localidad de Máximo Paz","DiPAC","Maximo Paz","Cañuelas",2600,"2016-09-02","PROVINCIA",27589439.26,100
"4.7","Renovación de redes y conexiones AGUA Y CLOACA","Cloaca","-","DiPAC","CAÑUELAS","Cañuelas",3738,"2016-10-28","PROVINCIA",6659643.34,100
"4.8","Ampliación de planta Depuradora de Liquidos Cloacales","Cloaca","La obra abarcó la ampliación de la capacidad de planta mediante la construcción de nuevas estructuras y la optimización de algunas existentes, para una Población Futura de 50.000 habitantes. La Planta en principio funciona como proceso de barros activados en baja carga. Posteriormente se prevé agregar la digestión de barros, y el sistema trabajará como proceso de barros activados en media carga.","ENOHSA","Cañuelas","Cañuelas",50000,"2013-02-26","Tesoro Nacional",66249452.37,100
"4.9","Perforacion y Red de Agua Potable - Vicente Casares Etapa 1","Agua","Perforacion, tanque elevado y 2500 mts de cañeria","Municipalidad de Cañuelas","V. CASARES","Cañuelas",1200,"2011-08-29","ENOHSA",1202534.53,100
"4.10","Perforacion e Impulsion Red Agua Potable - Alejandro Petion","Agua","550 ml de PVC 110 mm, 650 ml de cañeria de impulsion. 50 conexiones domiciliarias","Municipalidad de Cañuelas","PETIÓN","Cañuelas",2000,"2011-09-16","ENOHSA",917030.38,100
"4.11","Cisterna de Almacenamiento de 1.860 m3 en Mozotegui y Rivadavia","Agua","Cisterna de almacenamiento y distribución de agua potable","ABSA","CAÑUELAS","Cañuelas",25000,"0000-00-00","ABSA",17557474.1,80
"4.12","Macromedición y Telemando del Sistema","Agua","Control de caudal de ingreso y salida a la red","ABSA","CAÑUELAS","Cañuelas",25000,"0000-00-00","ABSA",17557474.1,80
"4.13","Bateria de pozos para Santa Rosa e Impulsiones - Pozo refuerzo Pozo N° 1 San Esteban","Agua","Ejecución de nuevo pozo y cañería de impulsión para reforzar sistema abastecimiento San Esteban","ABSA","SANTA ROSA","Cañuelas",2000,"2018-01-24","ABSA",3013763,100
"4.14","Red Cloacal Barrio La Verónica - Nueva EB
Según Licitacion Ampliacion de la red de desagues en barrio La Veronica y Barrio del sur.","Cloaca","Construccion de red Cloacal en en varios barrios de la localidad de Cañuelas, junto a colector y 3 estaciones de bombeo","DiPAC","CAÑUELAS","Cañuelas",20850,"0218-03-12","PROVINCIA",99298326.31,61
"4.15","Agua Corriente en Uribelarrea","Agua","700 m.l. de red","MUNICIPALIDAD","URIBELARREA","Cañuelas",700,"0000-00-00","FONDO INFRAESTRUCTURA MUNICIPAL",1896257.92,100
"4.16","Agua Corriente en Los Pozos 2º etapa","Agua","1100 m.l. de red","MUNICIPALIDAD","LOS POZOS","Cañuelas",1100,"0000-00-00","FONDO INFRAESTRUCTURA MUNICIPAL",2979833.88,100
"4.17","Agua Corriente en Santa Rosa","Agua","700 m.l. de red - perforación y presurización","MUNICIPALIDAD","SANTA ROSA","Cañuelas",600,"0000-00-00","FONDO INFRAESTRUCTURA MUNICIPAL",2961538.71,80
"4.18","Agua Corriente en Máximo Paz","Agua","1400 m.l. red","MUNICIPALIDAD","MAXIMO PAZ","Cañuelas",1500,"0000-00-00","FONDO INFRAESTRUCTURA MUNICIPAL",3920976.39,100
"4.19","Ampliación red de agua en Cañuelas - 5 barrios","Agua","Red de agua en barrios","CONTRATANTE: MINISTERIO DE AMBIENTE Y DESARROLLO SUSTENTABLE - UCGP Proyecto BIRF 7706-AR - DESARROLLO SUSTENTABLE MATANZA - RIACHUELO","SAN ESTEBAN Y BARRIOS DE CAÑUELAS","Cañuelas",0,"0000-00-00","PCIA. BS. AS.",25003392.93,100
